company,review_title,rating,review_date,source_url,page_number,segment_label,raw_text,language,clean_text,lemma_text,text_length
Infosys,,,,,,pros,"Home Office
Prestaciones 
Buenas instalaciones",es,home office prestaciones buenas instalaciones,home offacer prestación instalación,4
Infosys,,,,,,cons,"Mala Organización 
Salario no compettivo",es,mala organización salario no compettivo,malo organización salario compettivo,4
Infosys,,,,,,pros,Team is really good and nice,en,team is really good and nice,team good nice,3
Infosys,,,,,,cons,Depende del jefe que te toque,es,depende del jefe que te toque,depender jefe tocar,3
Infosys,,,,,,pros,"Buen salario
Capacitacion continua
Buen ambiente laboral",es,buen salario capacitacion continua buen ambiente laboral,salario capacitacion continuo ambiente laboral,5
Infosys,,,,,,cons,"Falta de proyectos
Falta de comunicacion por parte de los managers",es,falta de proyectos falta de comunicacion por parte de los managers,falta proyecto faltar comunicacion manager,5
Infosys,,,,,,pros,"Seguimiento al empleado
Cursos disponibles",es,seguimiento al empleado cursos disponibles,seguimiento empleado curso disponible,4
Infosys,,,,,,cons,"Poco crecimiento
Salario regular en comparación al mercado",es,poco crecimiento salario regular en comparación al mercado,crecimiento salario regular comparación mercado,5
Infosys,,,,,,pros,"prestaciones,
 capacidad de desarrollar skills, exposicion a clientes importantes, 
experiencia si te toca buen proyecto, modelo hibrido",es,prestaciones capacidad de desarrollar skills exposicion a clientes importantes experiencia si te toca buen proyecto modelo hibrido,prestación capacidad desarrollar skills exposicion cliente importante experiencia tocar proyecto modelo hibrido,12
Infosys,,,,,,cons,"mala
 paga, cultura laboral explotadora en ciertos proyectos, muchas 
posiciones de support en caso que no te guste, crecimiento en la empresa
 csai nulo independiente de tus logros.",es,mala paga cultura laboral explotadora en ciertos proyectos muchas posiciones de support en caso que no te guste crecimiento en la empresa csai nulo independiente de tus logros,malo paga cultura laboral explotadora proyecto posición support caso gustar crecimiento empresa csai nulo independiente logro,16
Infosys,,,,,,pros,"Tienes acceso a deals de bajo perfil, por lo que puedes involucrarte mucho desde un nivel junior.",es,tienes acceso a deals de bajo perfil por lo que puedes involucrarte mucho desde un nivel junior,tener acceso deals perfil poder involucrar tú nivel junior,9
Infosys,,,,,,cons,El sueldo y prestaciones son muy malas para un trabajo en banca de inversión.,es,el sueldo y prestaciones son muy malas para un trabajo en banca de inversión,sueldo prestación mala trabajo banca inversión,6
Infosys,,,,,,pros,"No
 deja de ser una consultora, si estás en la ciudad donde se encuentra la
 oficina tienen modo híbrido (ir 2 días a la semana), si estás fuera de 
la ciudad sería remoto o depende proyecto o PM, en cuanto a trabajo 
depende del proyecto que al que te toque participar pero me tocó ver qué
 para personas recién egresadas es muy buen punch para empezar pero 
mientras mi estadía y en proyectos me sentí muy cómodo",es,no deja de ser una consultora si estás en la ciudad donde se encuentra la oficina tienen modo híbrido ir días a la semana si estás fuera de la ciudad sería remoto o depende proyecto o pm en cuanto a trabajo depende del proyecto que al que te toque participar pero me tocó ver qué para personas recién egresadas es muy buen punch para empezar pero mientras mi estadía y en proyectos me sentí muy cómodo,dejar consultora estar ciudad oficina híbrido semana estar ciudad remoto depender proyecto pm trabajo depender proyecto tocar participar tocar persona recién egresada punch empezar estadía proyecto sentir cómodo,28
Infosys,,,,,,cons,"recomiendo
 cotizarte bien al entrar los aumentos no son muy buenos que digamos 
(1-4% )aún que tengas buena evaluación de rendimiento",es,recomiendo cotizarte bien al entrar los aumentos no son muy buenos que digamos aún que tengas buena evaluación de rendimiento,recomeir cotizartir entrar aumento decir tengar evaluación rendimiento,8
Infosys,,,,,,pros,entrenamiento y capacitación continua para mejorar,es,entrenamiento y capacitación continua para mejorar,entrenamiento capacitación continuo mejorar,4
Infosys,,,,,,cons,"salario
Tiempos
Permisos 
We
We",es,salario tiempos permisos we we,salario tiempo permiso we we,5
Infosys,,,,,,pros,buen sueldo y buen ambiente laboral,es,buen sueldo y buen ambiente laboral,sueldo ambiente laboral,3
Infosys,,,,,,cons,no hay crecimiento a largo plazo,es,no hay crecimiento a largo plazo,crecimiento plazo,2
Infosys,,,,,,pros,"Gran empresa, mucha calidez humana",unknown,gran empresa mucha calidez humana,gran empresa mucha calidez humana,5
Infosys,,,,,,cons,No le encuentro ninguna desventaja,es,no le encuentro ninguna desventaja,encontrar desventaja,2
Infosys,,,,,,pros,"Trabajo remoto, hasta que te asignaban a cliente en ese caso lo normal era viajar 4 días a la semana en Europa",es,trabajo remoto hasta que te asignaban a cliente en ese caso lo normal era viajar días a la semana en europa,trabajo remoto asignar cliente caso normal viajar semana europa,9
Infosys,,,,,,cons,"Tenias
 que buscarte tú un projecto dentro de la empresa. Los líderes de 
capacitación no funcionaban bien. Había mucha gente sin poryecto y otros
 desbordados de trabajo",es,tenias que buscarte tú un projecto dentro de la empresa los líderes de capacitación no funcionaban bien había mucha gente sin poryecto y otros desbordados de trabajo,tenia buscartar projecto empresa líder capacitación funcionar gente poryecto desbordado trabajo,11
Luxoft,,,,,,pros,"Trabajo remoto, apoyo teletrabajo, flexibilidad",es,trabajo remoto apoyo teletrabajo flexibilidad,trabajo remoto apoyo teletrabajo flexibilidad,5
Luxoft,,,,,,cons,"Crecimiento labora
.
.
.",es,crecimiento labora,crecimiento labora,2
Luxoft,,,,,,pros,"Buen ambiente
Proyectos interesantes
Muchas opciones para aprendizage y desarrollo profesional
Buen balance entre trabajo y vida personal (segun el proyecto en que estas)",es,buen ambiente proyectos interesantes muchas opciones para aprendizage y desarrollo profesional buen balance entre trabajo y vida personal segun el proyecto en que estas,ambiente proyecto interesante opción aprendizage desarrollo profesional balance trabajo vida personal proyecto,12
Luxoft,,,,,,cons,"Las políticas de DXC cada vez toman más fuerza, y no son las más amenas para trabajar.
Podrían tener mejores salarios",es,las políticas de dxc cada vez toman más fuerza y no son las más amenas para trabajar podrían tener mejores salarios,política dxc tomar fuerza ameno trabajar mejor salario,8
Luxoft,,,,,,pros,"La
 empresa mantiene un trato adecuado hacia el personal y ofrece un 
esquema remoto bien estructurado. En mi caso, recibí un kit de 
bienvenida que incluía equipo de trabajo completo, como laptop y monitor
 adicional. Además, se otorga un apoyo de 3,000 pesos para adquirir una 
silla ergonómica, fondo de ahorro al máximo permitido por la ley, 
reparto de utilidades, 30 días de aguinaldo y un apoyo mensual de 900 
pesos por trabajo remoto. En conjunto, el paquete de prestaciones es 
sólido y competitivo.",es,la empresa mantiene un trato adecuado hacia el personal y ofrece un esquema remoto bien estructurado en mi caso recibí un kit de bienvenida que incluía equipo de trabajo completo como laptop y monitor adicional además se otorga un apoyo de pesos para adquirir una silla ergonómica fondo de ahorro al máximo permitido por la ley reparto de utilidades días de aguinaldo y un apoyo mensual de pesos por trabajo remoto en conjunto el paquete de prestaciones es sólido y competitivo,empresa mantener trato adecuado personal ofrecer esquema remoto estructurado caso recibir kit bienvenida incluir equipo trabajo completo laptop monitor adicional otorgar apoyo pesos adquirir silla ergonómico fondo ahorro máximo permitido ley reparto utilidad aguinaldo apoyo mensual pesos trabajo remoto conjunto paquete prestación sólido competitivo,44
Luxoft,,,,,,cons,"Al
 ser contratado a veces te mandan a proyectos donde ni siquiera estan 
alineados con tus skills o conocimientos técnicos, solo por cubrir esa 
vacante. Cosa mala en mi caso, el ""tiempo"" de bech segun son 2 meses, 
pero realmente si sales de proyecto te dan como 40 dias para estar en 
bench y encontrar proyecto.",es,al ser contratado a veces te mandan a proyectos donde ni siquiera estan alineados con tus skills o conocimientos técnicos solo por cubrir esa vacante cosa mala en mi caso el tiempo de bech segun son meses pero realmente si sales de proyecto te dan como dias para estar en bench y encontrar proyecto,contratar mandar proyecto siquiera alineado skills conocimiento técnico cubrir vacante cosa malo caso tiempo bech mes realmente sal proyecto bench encontrar proyecto,22
Luxoft,,,,,,pros,"nice co-workers, nice management, work-life balance",en,nice co workers nice management work life balance,nice co worker nice management work life balance,8
Luxoft,,,,,,cons,"poor comunication from company, low salaries, no holidays for ukrainian people",en,poor comunication from company low salaries no holidays for ukrainian people,poor comunication company low salary holiday ukrainian people,8
Luxoft,,,,,,pros,"Flexible, buena cultura, buen equipo de trabajo",es,flexible buena cultura buen equipo de trabajo,flexible cultura equipo trabajo,4
Luxoft,,,,,,cons,"Es un contratista, entonces te puede tocar un cliente bueno o malo",es,es un contratista entonces te puede tocar un cliente bueno o malo,contratista tocar cliente malo,4
Luxoft,,,,,,pros,"- Buenas prestaciones
- Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",es,buenas prestaciones buenos proyectos si te toca uno chido puedes quedarte en ellos o cambiarte a otros,prestación proyecto tocar chido poder quedarte cambiarte,7
Luxoft,,,,,,cons,- Muy complicado conseguir aumentos,unknown,muy complicado conseguir aumentos,muy complicado conseguir aumentos,4
Luxoft,,,,,,pros,"Prestaciones, horario laboral, proyectos, ""salario""",es,prestaciones horario laboral proyectos salario,prestación horario laboral proyecto salario,5
Luxoft,,,,,,cons,Ya no se han tenido ajustes salariales desde la pandemia/desde que Luxoft pasó a ser parte de DXC,es,ya no se han tenido ajustes salariales desde la pandemia desde que luxoft pasó a ser parte de dxc,ajuste salarial pandemia luxoft pasar dxc,6
Luxoft,,,,,,pros,"Buen ambiente laboral, amigable.
Buen paquete de prestaciones.
Sueldo competitivo.
Oportunidades de crecimiento de carrera.
Amplia cartera de clientes.
Trabajo remoto.",es,buen ambiente laboral amigable buen paquete de prestaciones sueldo competitivo oportunidades de crecimiento de carrera amplia cartera de clientes trabajo remoto,ambiente laboral amigable paquete prestación sueldo competitivo oportunidad crecimiento carrera amplio cartera cliente trabajo remoto,15
Luxoft,,,,,,cons,Me parece que no hay desventajas.,es,me parece que no hay desventajas,desventaja,1
Luxoft,,,,,,pros,Buen sueldo y buenas prestaciones superiores a las de ley.,es,buen sueldo y buenas prestaciones superiores a las de ley,sueldo prestación superior ley,4
Luxoft,,,,,,cons,No tengo desventajas que sobresalgan.,es,no tengo desventajas que sobresalgan,desventaja sobresalgar,2
Luxoft,,,,,,pros,good company =to work on for a long term,en,good company to work on for a long term,good company work long term,5
Luxoft,,,,,,cons,"greedy owners, no promotions, unstable cunstomers",en,greedy owners no promotions unstable cunstomers,greedy owner promotion unstable cunstomer,5
Luxoft,,,,,,pros,"Si
 haces un buen contrato puedes tener buena paga, pero puede ser un arma 
de doble filo si te cambian de proyecto, puede que no entres a un nuevo 
proyecto si tu salario es alto independientemente si cumples con el 
conocimiento",es,si haces un buen contrato puedes tener buena paga pero puede ser un arma de doble filo si te cambian de proyecto puede que no entres a un nuevo proyecto si tu salario es alto independientemente si cumples con el conocimiento,contrato poder paga arma doble filo cambiar proyecto entr proyecto salario alto independientemente cump él conocimiento,16
Luxoft,,,,,,cons,"-
Mas o menos los ultimos 3 años talvez mas, la empresa empezo a no ser la
 mejor perdieron clientes importantes y muchos cayeron en bench 
corrieron un gran numero de gente y los que no corrieron los empezaron a
 poner personas en cualquier posicion con tal de llenar espacios.",es,mas o menos los ultimos años talvez mas la empresa empezo a no ser la mejor perdieron clientes importantes y muchos cayeron en bench corrieron un gran numero de gente y los que no corrieron los empezaron a poner personas en cualquier posicion con tal de llenar espacios,ultimos año talvez empresa empezo perder cliente importante caer bench correr numero gente correr empezar persona posicion llenar espacio,19
